id,road_type,num_lanes,curvature,speed_limit,lighting,weather,road_signs_present,public_road,time_of_day,holiday,school_season,num_reported_accidents,accident_risk
229105,rural,3,0.16,45,night,clear,False,False,morning,False,True,1,0.32
88363,urban,4,0.63,45,dim,foggy,True,False,morning,True,False,2,0.24
67168,highway,2,0.91,25,dim,rainy,True,False,afternoon,True,True,3,0.55
478309,highway,2,0.76,70,night,clear,True,True,evening,True,False,2,0.6
375383,urban,4,0.4,70,daylight,clear,True,True,afternoon,False,False,2,0.29
226880,highway,3,0.87,45,night,rainy,True,False,morning,True,True,3,0.69
209042,urban,4,0.15,60,daylight,foggy,True,False,evening,True,True,0,0.32
301790,rural,2,0.27,25,dim,clear,True,False,afternoon,False,False,0,0.12
6345,urban,1,0.91,60,daylight,clear,False,False,morning,False,True,3,0.61
359765,rural,2,0.56,25,daylight,foggy,True,True,afternoon,False,True,3,0.45
402901,highway,2,0.2,45,night,foggy,False,True,evening,False,False,1,0.38
233281,urban,1,0.97,35,daylight,clear,False,False,afternoon,False,False,2,0.24
159733,urban,3,0.38,25,daylight,rainy,True,False,morning,False,True,0,0.19
47240,rural,3,0.04,35,night,rainy,True,False,evening,True,True,1,0.35
469238,urban,2,0.4,60,dim,clear,True,True,evening,False,False,0,0.42
27030,highway,1,0.52,35,night,foggy,False,False,afternoon,False,True,1,0.42
388908,urban,3,1.0,60,night,clear,False,False,morning,True,True,3,0.58
137369,highway,4,0.95,25,daylight,clear,False,False,evening,True,True,2,0.39
432744,urban,3,0.14,70,night,clear,True,True,morning,True,False,2,0.2
423229,urban,2,0.52,25,dim,rainy,True,False,morning,True,True,2,0.18
513723,rural,2,0.91,45,night,clear,True,False,evening,True,True,2,0.39
401113,rural,1,0.56,25,dim,foggy,False,False,morning,True,True,0,0.29
201517,rural,4,0.43,25,dim,clear,True,True,morning,True,True,0,0.16
217119,highway,4,0.48,45,night,rainy,False,False,evening,True,True,1,0.4
339980,highway,1,0.94,60,daylight,clear,False,True,evening,True,True,1,0.36
256892,highway,3,0.26,60,daylight,clear,False,False,morning,False,True,1,0.18
383875,rural,2,0.53,25,daylight,foggy,True,True,evening,False,True,2,0.17
311669,urban,2,0.38,25,night,clear,False,False,evening,True,False,0,0.34
119691,highway,4,0.96,35,daylight,clear,True,True,evening,True,True,0,0.32
429453,rural,4,0.72,35,night,clear,True,False,evening,False,True,1,0.43
78304,urban,2,0.23,25,night,clear,False,True,morning,False,True,1,0.24
436600,highway,2,0.51,45,daylight,clear,True,True,evening,False,False,1,0.17
306608,urban,1,0.78,45,night,foggy,False,True,evening,True,False,0,0.51
507591,urban,3,0.96,25,dim,clear,False,True,evening,True,False,2,0.33
459016,rural,2,0.41,25,dim,foggy,False,False,evening,True,False,0,0.26
499790,urban,2,0.61,35,night,clear,True,False,evening,False,False,2,0.38
321287,urban,2,0.67,45,night,foggy,False,True,evening,True,False,2,0.44
264333,urban,4,0.24,35,daylight,clear,False,False,afternoon,True,False,1,0.01
301615,highway,4,0.38,45,dim,rainy,True,False,evening,False,True,1,0.28
23832,urban,3,0.03,60,daylight,foggy,False,False,evening,False,True,0,0.37
303429,highway,1,0.76,25,dim,rainy,True,False,afternoon,True,False,1,0.2
150384,highway,4,0.7,35,night,clear,True,True,evening,True,False,1,0.39
468935,rural,1,0.84,60,daylight,foggy,True,True,evening,False,True,1,0.51
277291,rural,1,0.36,25,dim,foggy,False,False,evening,False,False,1,0.24
403269,highway,1,0.39,60,dim,clear,False,True,afternoon,True,False,2,0.39
103783,urban,4,0.82,45,daylight,foggy,True,True,afternoon,False,True,1,0.44
41823,rural,4,0.49,70,daylight,clear,False,False,afternoon,False,False,1,0.39
463777,rural,4,0.49,35,daylight,foggy,True,True,evening,False,True,0,0.22
35889,urban,3,0.4,45,daylight,foggy,False,False,evening,False,False,1,0.21
149701,highway,3,0.79,25,dim,foggy,False,False,afternoon,False,False,0,0.35
31121,urban,4,0.96,45,night,foggy,True,True,afternoon,True,True,1,0.43
421283,rural,1,0.7,45,dim,foggy,False,True,afternoon,True,True,2,0.32
180269,rural,3,0.13,25,night,foggy,False,True,afternoon,False,False,1,0.33
283326,rural,4,0.19,25,daylight,foggy,False,True,morning,False,False,0,0.19
210251,rural,3,0.36,45,dim,rainy,True,True,morning,True,True,2,0.15
237924,rural,1,0.44,35,night,foggy,True,False,morning,True,True,1,0.43
452001,highway,2,0.57,25,night,clear,False,False,afternoon,False,True,1,0.37
515844,highway,4,0.36,60,night,clear,False,True,evening,False,True,0,0.54
108789,highway,2,0.85,45,night,rainy,True,True,evening,False,True,2,0.6
158639,rural,2,0.03,45,dim,foggy,True,False,evening,True,False,1,0.15
323050,highway,4,0.75,45,dim,foggy,True,True,afternoon,True,False,1,0.34
437847,highway,3,0.47,45,night,rainy,False,False,evening,True,False,1,0.49
351589,highway,4,0.52,45,dim,clear,True,True,afternoon,False,False,2,0.13
359789,highway,2,0.63,25,daylight,clear,False,True,morning,True,True,1,0.19
489071,rural,2,0.75,70,dim,clear,True,True,morning,False,False,3,0.51
36335,highway,3,0.43,45,dim,foggy,True,False,afternoon,False,False,1,0.33
192868,urban,2,0.78,35,night,clear,True,False,morning,False,True,0,0.54
511893,rural,3,0.7,35,dim,rainy,False,False,afternoon,True,True,3,0.35
387186,urban,3,0.7,60,dim,clear,True,False,afternoon,True,False,2,0.49
208518,rural,4,0.56,35,night,clear,False,False,afternoon,True,True,2,0.42
327474,highway,1,0.85,60,night,rainy,False,False,morning,False,False,1,0.78
223650,rural,1,0.92,70,dim,foggy,True,True,evening,True,False,0,0.51
356904,highway,4,0.14,35,daylight,rainy,True,False,afternoon,True,False,2,0.21
417914,highway,2,0.54,35,daylight,foggy,True,False,evening,True,False,1,0.18
325015,highway,1,0.87,25,night,foggy,False,True,morning,False,True,1,0.47
515952,highway,4,0.36,45,daylight,foggy,False,False,morning,True,True,3,0.1
1507,rural,2,0.77,35,night,rainy,True,True,afternoon,True,False,2,0.51
414828,urban,2,0.56,60,daylight,rainy,False,False,morning,True,True,2,0.5
255308,highway,2,0.56,70,night,foggy,False,False,evening,True,True,3,0.72
371723,highway,4,0.09,45,dim,rainy,True,False,morning,True,False,1,0.14
279380,urban,2,0.52,70,night,clear,False,True,evening,False,False,1,0.49
65230,rural,4,0.58,35,night,rainy,True,True,evening,False,False,2,0.52
157455,urban,3,0.61,70,night,foggy,False,False,afternoon,False,True,0,0.67
153620,rural,1,0.39,25,dim,foggy,True,False,afternoon,False,False,0,0.21
95811,highway,4,0.75,70,dim,clear,True,True,evening,True,True,0,0.45
306668,highway,1,0.81,60,night,foggy,False,False,evening,True,False,3,0.81
332845,rural,2,0.67,45,dim,clear,False,True,morning,True,True,1,0.27
101583,highway,3,0.59,45,night,clear,False,True,morning,True,True,2,0.27
138492,urban,4,0.24,45,dim,rainy,True,True,morning,True,True,0,0.21
191520,highway,4,0.54,60,daylight,clear,True,True,morning,True,True,0,0.37
229966,rural,4,0.01,60,daylight,foggy,True,True,evening,False,False,0,0.33
120363,rural,3,0.69,70,daylight,clear,True,False,afternoon,False,False,3,0.52
386058,urban,3,0.38,45,dim,foggy,False,False,evening,False,True,1,0.15
323123,urban,3,0.6,70,daylight,rainy,True,True,evening,False,True,3,0.59
433189,urban,4,0.46,70,dim,clear,False,True,afternoon,False,True,1,0.3
341408,highway,2,0.37,25,night,foggy,False,True,afternoon,False,True,1,0.4
514403,urban,4,0.59,70,daylight,clear,True,True,afternoon,True,True,1,0.29
156835,urban,2,0.14,60,night,clear,True,True,evening,False,True,1,0.39
449839,highway,3,0.8,25,night,foggy,False,False,afternoon,True,False,0,0.55
190041,rural,4,0.58,60,night,clear,True,True,afternoon,True,False,0,0.63
104975,rural,1,0.78,70,night,clear,False,False,evening,False,False,0,0.71
136128,rural,3,0.81,45,dim,rainy,False,False,evening,False,True,1,0.32
225055,urban,2,0.6,70,daylight,rainy,False,True,evening,False,False,0,0.5
359165,urban,3,0.94,60,daylight,clear,True,True,afternoon,True,True,2,0.41
349398,rural,2,0.47,35,night,clear,False,True,evening,False,True,2,0.32
375752,highway,3,0.97,35,night,clear,True,True,afternoon,False,False,2,0.46
209341,rural,3,0.68,25,night,clear,True,True,morning,False,False,2,0.39
377964,urban,2,0.37,70,daylight,rainy,True,True,evening,False,True,1,0.36
516726,highway,4,0.38,60,night,rainy,False,False,morning,True,False,2,0.62
368013,urban,1,0.92,70,dim,clear,True,False,afternoon,True,False,0,0.52
54233,urban,4,0.79,70,dim,foggy,True,True,morning,False,True,2,0.5
501470,urban,3,0.8,60,night,foggy,True,True,morning,False,False,1,0.81
342152,rural,1,0.06,70,daylight,clear,False,True,afternoon,False,True,0,0.17
308501,urban,2,0.95,70,daylight,foggy,False,True,evening,True,True,3,0.72
410912,rural,4,0.53,45,dim,rainy,False,False,afternoon,True,True,1,0.25
79889,urban,3,0.4,25,night,clear,False,True,morning,False,True,1,0.33
460940,rural,2,0.31,45,dim,rainy,False,False,afternoon,True,True,1,0.22
504027,highway,2,0.28,25,daylight,rainy,True,True,afternoon,True,True,1,0.14
143342,rural,3,0.22,60,daylight,foggy,True,False,evening,True,True,1,0.27
386932,highway,3,0.42,25,night,rainy,True,False,afternoon,True,False,1,0.47
87911,urban,1,0.85,35,daylight,rainy,True,True,afternoon,True,True,0,0.41
196767,urban,2,0.76,60,night,rainy,False,False,morning,False,True,2,0.68
309407,highway,4,0.49,70,daylight,foggy,True,False,morning,False,True,1,0.42
328335,rural,4,0.82,35,dim,rainy,False,True,evening,True,False,2,0.45
224343,highway,1,0.32,25,daylight,foggy,True,False,morning,False,False,1,0.21
5251,urban,2,0.18,60,dim,foggy,True,True,afternoon,True,True,0,0.34
277356,rural,1,0.31,35,dim,rainy,False,True,evening,True,True,1,0.22
455431,highway,3,0.99,70,night,clear,False,True,afternoon,True,True,2,0.6
96752,highway,2,0.03,45,daylight,foggy,False,True,afternoon,True,True,1,0.09
223154,rural,1,0.32,35,night,clear,False,False,afternoon,False,False,0,0.36
116577,highway,1,0.82,25,dim,foggy,False,True,afternoon,False,False,1,0.32
401681,highway,1,0.7,45,daylight,foggy,True,False,morning,False,False,0,0.36
150603,highway,1,0.57,60,daylight,rainy,True,False,evening,True,True,1,0.49
416777,highway,4,0.77,35,night,foggy,True,True,afternoon,True,False,3,0.68
486533,highway,2,0.25,35,night,rainy,True,False,morning,True,True,1,0.46
295347,urban,1,0.57,45,dim,clear,True,False,morning,False,True,2,0.22
493131,highway,3,0.21,25,night,clear,False,True,morning,False,False,2,0.24
41123,rural,2,0.96,45,dim,clear,True,True,evening,True,True,1,0.28
71877,highway,2,0.78,60,daylight,clear,False,True,afternoon,True,False,1,0.44
421179,urban,3,0.33,45,daylight,foggy,True,False,afternoon,False,True,2,0.18
101172,rural,3,0.18,25,daylight,clear,False,False,morning,True,False,1,0.11
291783,urban,2,0.65,60,daylight,foggy,True,False,evening,False,False,2,0.5
347480,highway,2,0.58,45,dim,clear,True,False,afternoon,True,False,2,0.15
337919,urban,1,0.58,25,dim,rainy,False,True,evening,False,True,1,0.27
35641,urban,2,0.28,35,daylight,foggy,False,True,morning,False,True,1,0.12
283599,urban,3,0.13,45,night,foggy,False,True,morning,True,True,1,0.28
393516,rural,4,0.17,45,daylight,rainy,True,False,morning,False,False,2,0.13
202286,urban,4,0.96,35,dim,clear,True,True,morning,True,False,2,0.3
299003,urban,3,0.76,60,dim,rainy,False,True,morning,True,True,2,0.61
80356,urban,2,0.73,25,daylight,foggy,False,True,morning,True,True,2,0.24
379196,rural,4,0.99,25,dim,foggy,True,False,afternoon,True,True,3,0.58
112972,urban,4,0.17,35,night,clear,True,False,morning,False,False,2,0.27
228452,urban,3,0.16,45,night,clear,True,False,morning,False,False,1,0.29
152289,highway,2,0.53,45,night,rainy,False,True,evening,False,True,2,0.41
198982,rural,4,0.55,60,dim,foggy,False,False,afternoon,False,False,1,0.53
319773,highway,1,0.38,35,dim,clear,True,True,evening,False,True,0,0.12
262688,urban,2,0.95,45,dim,clear,True,False,evening,False,True,2,0.36
21683,urban,3,0.47,70,dim,rainy,True,True,evening,True,False,2,0.47
32591,rural,2,0.22,70,dim,clear,True,False,morning,False,True,2,0.27
115658,highway,4,0.83,45,night,clear,False,False,morning,False,True,2,0.46
195223,urban,3,0.34,70,daylight,rainy,False,True,morning,False,False,0,0.43
390245,rural,2,0.24,45,daylight,foggy,True,False,afternoon,True,False,2,0.17
320367,rural,1,0.76,35,daylight,foggy,True,False,morning,False,False,1,0.33
358144,rural,1,0.59,35,night,clear,False,False,morning,True,True,2,0.39
70823,urban,1,0.37,70,dim,clear,True,False,evening,False,False,0,0.34
414735,highway,1,0.68,60,night,clear,True,False,evening,False,True,2,0.65
3887,highway,4,0.26,25,night,clear,True,False,afternoon,False,True,2,0.2
408801,urban,1,0.6,45,daylight,clear,True,False,afternoon,False,True,1,0.17
249150,rural,4,0.17,70,daylight,rainy,True,True,evening,False,True,1,0.37
487350,urban,1,0.06,70,dim,rainy,True,False,evening,True,True,0,0.32
119237,rural,1,0.55,70,daylight,clear,False,False,evening,False,True,2,0.37
134851,rural,3,0.66,25,dim,rainy,False,False,morning,False,True,3,0.31
401818,rural,3,0.75,45,dim,foggy,False,False,morning,True,False,0,0.31
158631,rural,1,0.8,45,night,foggy,True,False,morning,True,False,1,0.56
173802,urban,1,0.41,70,night,clear,False,False,evening,False,False,2,0.51
86710,urban,1,0.68,35,night,foggy,False,False,morning,False,True,0,0.49
309368,urban,2,0.89,45,dim,clear,False,True,afternoon,True,False,2,0.22
103452,rural,2,0.56,70,night,rainy,True,False,morning,True,True,4,0.69
437300,urban,3,0.86,25,daylight,foggy,True,False,afternoon,False,False,2,0.36
264230,rural,1,0.7,35,daylight,foggy,True,True,morning,False,False,0,0.32
409584,urban,4,0.22,45,daylight,clear,False,True,afternoon,True,False,2,0.11
280611,highway,1,0.17,25,night,rainy,True,False,morning,False,True,1,0.2
255747,urban,3,0.49,45,dim,foggy,False,True,morning,True,False,1,0.25
206389,highway,2,0.43,45,night,foggy,True,True,morning,False,True,1,0.43
387100,rural,2,0.17,45,daylight,clear,False,False,morning,False,False,1,0.01
349877,urban,3,0.65,25,dim,rainy,False,False,evening,False,False,1,0.28
221612,urban,2,0.67,60,daylight,rainy,True,False,morning,False,False,0,0.47
413237,rural,4,0.29,45,dim,foggy,True,False,evening,False,False,2,0.22
296503,highway,4,0.95,25,daylight,clear,True,False,afternoon,False,False,0,0.34
375394,highway,4,0.78,25,night,rainy,False,True,afternoon,True,False,3,0.72
77358,highway,3,0.04,45,dim,foggy,True,True,afternoon,True,False,1,0.12
123867,urban,3,0.65,35,daylight,foggy,True,True,morning,False,False,0,0.38
351423,highway,3,0.94,35,daylight,foggy,False,False,evening,True,True,1,0.3
23628,highway,1,0.22,60,daylight,clear,False,False,morning,True,True,1,0.27
369640,urban,3,0.51,35,daylight,clear,False,True,morning,False,True,2,0.15
90441,highway,2,0.41,25,night,foggy,True,True,morning,True,False,1,0.48
88082,urban,3,0.14,45,night,rainy,False,True,evening,False,False,0,0.34
146671,highway,1,0.77,35,daylight,rainy,True,False,morning,True,True,1,0.41
502829,rural,2,0.1,45,night,rainy,True,True,evening,False,True,1,0.23
514258,rural,2,0.91,45,night,rainy,False,True,afternoon,True,False,2,0.51
89454,urban,3,0.56,35,dim,rainy,False,False,afternoon,False,True,2,0.27
76577,highway,2,0.44,35,daylight,rainy,False,False,afternoon,False,False,0,0.19
485790,highway,3,0.29,35,daylight,clear,False,True,afternoon,False,True,2,0.06
497661,rural,2,0.89,60,night,foggy,True,True,morning,True,True,2,0.74
345460,highway,4,0.65,60,night,foggy,True,True,evening,False,False,2,0.73
485390,highway,4,0.62,35,daylight,foggy,False,False,morning,True,True,1,0.34
483507,urban,2,0.32,60,night,clear,False,False,afternoon,True,True,1,0.45
40338,rural,2,0.37,70,dim,foggy,True,False,afternoon,False,False,2,0.37
517693,rural,3,0.36,35,daylight,rainy,True,False,evening,False,True,1,0.21
26702,highway,1,0.14,45,daylight,foggy,True,False,evening,True,False,1,0.19
393802,highway,1,0.23,25,night,foggy,True,False,evening,False,True,1,0.39
426088,rural,3,0.46,35,dim,foggy,False,True,morning,False,False,1,0.23
371612,highway,3,0.03,45,dim,rainy,True,False,morning,False,False,2,0.23
314987,urban,4,0.7,25,night,foggy,True,True,afternoon,True,False,1,0.56
267441,highway,1,0.6,25,night,foggy,False,True,morning,False,True,1,0.49
330125,highway,4,0.4,45,dim,clear,False,False,evening,True,False,1,0.04
239275,urban,2,0.82,45,night,foggy,True,True,morning,True,False,2,0.53
58159,highway,4,0.62,25,daylight,clear,True,False,afternoon,False,False,2,0.15
9197,rural,1,0.06,70,daylight,clear,False,False,afternoon,False,True,1,0.26
447464,highway,1,0.23,45,dim,clear,False,False,evening,False,False,0,0.06
37228,highway,4,0.15,60,dim,clear,False,True,evening,False,True,0,0.0
374789,highway,4,0.22,35,dim,rainy,True,True,morning,False,False,1,0.21
339806,highway,4,0.65,35,daylight,foggy,False,False,morning,True,True,0,0.31
314237,highway,2,0.13,35,dim,rainy,False,True,morning,True,False,1,0.13
416057,highway,1,0.98,25,daylight,clear,True,False,morning,False,True,1,0.2
225416,rural,2,0.68,70,night,foggy,True,True,afternoon,False,False,1,0.69
216664,rural,1,0.76,70,night,clear,True,True,afternoon,False,False,0,0.6
411674,urban,3,0.6,60,night,foggy,False,False,evening,False,False,2,0.65
15398,urban,3,0.67,60,daylight,clear,True,True,morning,False,False,1,0.34
513529,rural,2,0.21,60,night,clear,True,True,morning,True,False,1,0.37
404810,rural,1,0.61,70,dim,clear,False,False,evening,True,False,1,0.3
96292,urban,4,0.82,45,night,foggy,True,True,morning,True,True,1,0.48
63625,highway,3,0.88,35,daylight,foggy,True,True,morning,True,False,0,0.49
404446,rural,4,0.72,60,daylight,clear,True,True,afternoon,True,True,0,0.4
34241,rural,3,0.03,25,night,rainy,True,True,morning,False,False,1,0.25
222035,highway,1,0.84,60,dim,rainy,True,False,morning,False,True,2,0.5
463100,highway,3,0.05,45,night,foggy,False,True,afternoon,False,True,3,0.2
267964,highway,2,0.59,60,daylight,foggy,True,True,evening,True,True,1,0.5
474379,highway,2,0.1,45,daylight,rainy,False,True,morning,False,False,0,0.16
373529,highway,4,0.14,60,daylight,clear,False,False,morning,False,False,1,0.17
423289,highway,4,0.35,45,night,rainy,False,False,afternoon,False,False,2,0.36
460783,urban,4,0.76,70,daylight,clear,True,True,morning,False,True,2,0.52
322922,highway,2,0.47,35,night,foggy,False,True,morning,True,True,1,0.47
316883,highway,2,0.91,60,night,clear,True,False,morning,True,True,2,0.67
189509,rural,1,0.05,25,dim,foggy,False,True,morning,False,True,1,0.11
389865,urban,3,0.34,70,daylight,clear,True,True,evening,True,True,1,0.25
90228,urban,2,0.63,25,daylight,rainy,True,False,evening,False,False,0,0.32
241733,highway,3,0.66,70,daylight,foggy,True,True,afternoon,False,True,0,0.56
387574,highway,3,0.84,25,night,clear,False,True,morning,True,True,2,0.46
272275,highway,4,0.43,45,daylight,foggy,True,True,afternoon,True,True,1,0.23
32449,rural,4,0.73,60,daylight,rainy,True,True,evening,True,False,0,0.44
54983,highway,2,0.4,60,night,foggy,False,False,evening,False,True,2,0.62
162332,highway,1,0.71,35,daylight,foggy,False,False,morning,False,True,3,0.38
497196,highway,4,0.86,45,daylight,foggy,True,False,afternoon,False,False,1,0.32
150901,urban,3,0.77,70,daylight,foggy,False,False,afternoon,True,False,0,0.52
205673,urban,2,0.79,35,daylight,rainy,False,True,morning,True,True,2,0.43
108227,rural,4,0.74,45,dim,rainy,True,True,evening,True,True,2,0.3
474145,urban,1,0.03,35,dim,foggy,False,False,afternoon,True,False,1,0.17
461806,urban,1,0.87,45,dim,rainy,True,False,morning,False,False,2,0.37
398313,rural,2,0.58,70,dim,rainy,False,True,afternoon,False,True,3,0.51
100773,highway,1,0.21,60,daylight,clear,False,False,evening,False,True,0,0.31
306819,urban,4,0.49,60,dim,rainy,False,True,morning,True,True,1,0.39
284423,highway,4,0.47,70,daylight,foggy,False,False,evening,True,True,2,0.38
29673,rural,1,0.62,45,daylight,rainy,True,True,afternoon,False,True,0,0.25
484229,urban,1,0.68,35,daylight,foggy,True,False,afternoon,False,False,2,0.34
117,highway,3,0.75,70,dim,foggy,True,False,evening,False,False,0,0.6
1732,rural,3,0.43,25,night,rainy,False,True,afternoon,True,True,0,0.38
100412,rural,1,0.53,70,daylight,clear,False,True,morning,True,True,3,0.46
260900,highway,2,0.56,70,night,clear,False,False,evening,False,False,0,0.53
458630,urban,1,0.91,45,daylight,rainy,False,False,morning,False,False,2,0.34
277698,highway,4,0.74,60,daylight,foggy,True,False,afternoon,True,False,0,0.45
484244,highway,1,0.29,60,night,clear,True,False,afternoon,True,False,1,0.46
193122,highway,2,0.39,35,night,rainy,True,False,evening,False,True,1,0.43
497756,urban,2,0.08,70,dim,foggy,True,False,afternoon,False,False,1,0.34
258637,highway,1,0.74,70,night,foggy,True,True,morning,True,False,0,0.77
213518,highway,1,0.05,35,daylight,foggy,True,False,afternoon,True,False,2,0.13
215460,urban,2,0.62,70,night,clear,True,False,afternoon,False,False,2,0.55
499548,highway,4,0.57,60,dim,foggy,True,False,evening,False,False,3,0.49
162815,urban,2,0.01,60,daylight,foggy,False,False,afternoon,True,True,1,0.23
59770,urban,3,0.68,45,dim,foggy,True,False,morning,False,False,1,0.37
97910,rural,3,0.13,35,daylight,foggy,False,False,morning,False,True,2,0.16
142516,urban,2,0.71,60,dim,clear,True,False,evening,True,True,0,0.39
38632,urban,3,0.44,25,night,foggy,True,True,evening,True,True,1,0.2
279043,rural,1,0.7,25,dim,rainy,True,False,afternoon,True,False,0,0.29
456048,rural,1,0.04,70,night,clear,False,True,afternoon,True,True,0,0.34
398278,highway,3,0.77,45,night,foggy,True,False,afternoon,True,True,3,0.6
141910,rural,3,0.5,45,dim,rainy,True,True,morning,True,False,0,0.28
182736,rural,1,0.19,35,daylight,foggy,False,True,evening,False,False,2,0.24
186754,rural,3,0.67,60,dim,clear,False,False,afternoon,True,True,2,0.33
73110,highway,3,0.57,35,night,rainy,True,False,afternoon,True,True,1,0.59
430534,rural,2,0.84,25,dim,foggy,True,False,afternoon,True,False,2,0.37
425162,rural,4,0.48,45,daylight,clear,True,False,morning,False,True,2,0.16
245432,rural,4,0.95,45,night,foggy,False,True,evening,True,False,2,0.57
155733,urban,4,0.85,45,night,foggy,False,False,morning,True,False,2,0.55
177843,highway,3,0.1,70,daylight,clear,False,False,afternoon,True,False,1,0.17
26206,highway,2,0.16,45,night,clear,False,False,afternoon,False,True,0,0.23
27174,urban,2,0.43,70,daylight,foggy,False,True,afternoon,True,True,0,0.41
131346,urban,2,0.87,60,daylight,clear,False,False,afternoon,True,True,0,0.46
82605,urban,4,0.15,45,daylight,clear,True,False,evening,False,True,1,0.08
420620,rural,1,0.68,25,dim,foggy,True,True,afternoon,True,False,2,0.39
253607,urban,4,0.64,60,night,foggy,True,True,morning,False,True,1,0.62
483315,highway,4,0.14,70,daylight,rainy,True,True,afternoon,False,False,0,0.36
273893,urban,2,0.45,45,dim,rainy,False,False,afternoon,False,False,0,0.28
508581,rural,3,0.17,35,daylight,rainy,True,True,afternoon,True,False,1,0.09
198930,urban,1,0.23,45,daylight,clear,True,False,afternoon,False,False,1,0.08
177445,urban,2,0.67,60,night,foggy,False,False,morning,True,True,0,0.68
326729,urban,1,0.54,45,daylight,rainy,True,True,morning,False,True,2,0.34
264498,rural,3,0.49,45,daylight,rainy,True,False,afternoon,True,True,2,0.24
427272,highway,2,0.86,25,dim,clear,True,False,afternoon,False,False,1,0.23
308389,urban,3,0.55,70,night,foggy,True,False,afternoon,True,True,1,0.68
463101,rural,1,0.52,25,night,rainy,False,True,afternoon,False,False,0,0.55
219263,highway,2,0.76,60,dim,clear,False,False,morning,True,False,0,0.48
94132,urban,2,0.4,60,dim,foggy,False,False,afternoon,False,True,1,0.35
241564,highway,2,0.61,60,night,clear,False,True,morning,False,False,0,0.62
249994,rural,2,0.14,45,night,foggy,False,False,evening,False,False,0,0.31
41334,rural,4,0.55,45,daylight,rainy,False,False,evening,False,True,2,0.21
307158,highway,1,0.38,35,dim,clear,False,True,afternoon,False,False,2,0.08
355832,rural,3,0.91,60,night,foggy,False,True,evening,True,True,1,0.77
459672,urban,1,0.78,60,night,foggy,True,True,evening,False,False,1,0.76
470338,rural,2,0.71,25,daylight,foggy,False,True,afternoon,True,True,1,0.31
91516,rural,2,0.59,35,night,rainy,True,False,evening,False,False,0,0.5
250357,rural,4,0.95,25,night,clear,False,True,morning,True,False,1,0.42
23124,highway,1,0.65,60,daylight,rainy,True,True,afternoon,True,False,1,0.48
499546,urban,2,0.1,45,night,rainy,True,False,afternoon,False,True,2,0.27
46513,rural,4,0.39,35,daylight,rainy,False,True,morning,True,True,0,0.08
294046,rural,3,0.26,25,night,rainy,False,True,afternoon,True,True,1,0.49
135897,rural,2,0.48,45,daylight,clear,True,True,afternoon,True,True,2,0.04
280354,rural,1,0.89,45,night,foggy,False,False,afternoon,False,False,3,0.62
102915,urban,4,0.17,45,dim,rainy,False,False,evening,False,False,0,0.19
148621,highway,1,0.57,70,daylight,foggy,True,True,afternoon,False,True,2,0.47
488808,rural,3,0.75,60,dim,foggy,False,False,evening,True,False,1,0.48
205153,urban,4,0.82,35,daylight,foggy,False,False,afternoon,True,False,0,0.35
510578,highway,4,0.14,60,dim,rainy,True,False,evening,False,True,1,0.26
300888,rural,3,0.35,35,dim,rainy,False,True,morning,False,True,1,0.27
407285,urban,3,0.2,25,dim,foggy,False,True,evening,False,True,1,0.17
395463,highway,2,0.7,70,daylight,clear,True,False,morning,True,True,1,0.36
514133,urban,4,0.12,70,dim,clear,False,True,evening,False,False,2,0.19
73194,highway,3,0.82,45,dim,clear,True,True,afternoon,True,False,1,0.37
486726,highway,4,0.96,35,dim,clear,False,False,evening,True,False,1,0.26
95015,urban,2,0.01,35,night,rainy,True,False,afternoon,False,True,1,0.28
159763,highway,1,0.76,35,night,clear,False,False,evening,False,True,0,0.29
499599,rural,3,0.73,60,daylight,foggy,True,True,afternoon,False,False,1,0.59
114951,rural,3,0.68,45,night,foggy,True,True,afternoon,False,True,1,0.53
253309,highway,1,0.53,35,dim,clear,True,False,morning,False,True,1,0.26
328146,highway,1,0.26,70,daylight,rainy,True,False,afternoon,True,True,2,0.28
156391,highway,3,0.04,35,dim,foggy,False,False,morning,True,True,2,0.13
167959,urban,1,0.23,25,dim,clear,False,True,morning,False,False,1,0.04
307102,rural,4,0.64,60,dim,foggy,False,True,afternoon,False,True,2,0.46
105403,rural,2,0.83,25,night,foggy,False,True,afternoon,True,True,3,0.66
318524,rural,4,0.46,25,dim,rainy,False,False,afternoon,True,True,0,0.31
79310,urban,3,0.96,60,night,foggy,False,True,evening,True,False,1,0.75
80757,urban,4,0.08,60,dim,foggy,True,False,evening,False,True,1,0.28
208964,rural,3,0.37,70,dim,rainy,False,True,afternoon,True,False,2,0.41
452498,rural,4,0.43,25,dim,foggy,True,True,afternoon,False,False,1,0.31
161054,urban,1,0.92,70,dim,foggy,True,True,afternoon,False,True,1,0.55
242557,urban,4,0.16,70,dim,rainy,True,True,morning,False,True,2,0.4
404767,urban,1,0.27,35,night,rainy,False,True,afternoon,True,False,1,0.4
452421,highway,2,0.53,70,night,foggy,False,True,morning,False,False,0,0.66
128472,rural,2,0.55,35,daylight,foggy,False,False,morning,True,True,0,0.33
511770,rural,4,0.27,60,dim,foggy,False,False,evening,True,True,2,0.32
77183,urban,4,0.93,60,night,foggy,False,True,morning,False,False,3,0.88
62675,highway,2,0.87,35,dim,clear,False,True,afternoon,False,True,1,0.24
103039,rural,3,0.43,60,daylight,clear,False,False,evening,True,True,1,0.38
